OBJECTID,GEOID10,TRACT,NAME10,ACRES_TOTAL,ACRES_LAND,ACRES_WATER,GEO_TYPE,Total_Population,Population_Not_Hispanic_or_Latino,Population_Hispanic_or_Latino,Pop_Not_Hispanic_White_alone,Pop_Not_Hispanic_Black_or_African_American_alone,Pop_Not_Hispanic_American_Indian_and_Alaska_Native_alone,Pop_Not_Hispanic_Asian_alone,Pop_Not_Hispanic_Native_Hawaiian_and_Oth_Pacific_Islander_alone,Pop_Not_Hispanic_Some_Other_Race_alone,Pop_Not_Hispanic_Two_or_More_Races,Pop_Hispanic_White_alone,Pop_Hispanic_Black_or_African_American_alone,Pop_Hispanic_American_Indian_and_Alaska_Native_alone,Pop_Hispanic_Asian_alone,Pop_Hispanic_Native_Hawaiian_and_Oth_Pacific_Islander_alone,Pop_Hispanic_Some_Other_Race_alone,Pop_Hispanic_Two_or_More_Races,Total_races_tallied,White_alone_or_in_combination,Black_or_African_American_alone_or_in_combination,American_Indian_and_Alaska_Native_alone_or_in_combination,Asian_alone_or_in_combination,Native_Hawaiian_and_Oth_Pacific_Islander_alone_or_combination,Some_Other_Race_alone_or_combination,Population_of_one_race,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_Other_Race_alone,Two_or_More_Races,Population_of_two_races,White_Black_or_African_American,White_American_Indian_and_Alaska_Native,White_Asian,White_Native_Hawaiian_and_Other_Pacific_Islander,White_Some_Other_Race,Black_or_African_Amer_Amer_Indian_and_Alaska_Native,Black_or_African_American_Asian,Black_or_African_Amer_Native_Hawaiian_and_Oth_Pacific_Islander,Black_or_African_American_Some_Other_Race,American_Indian_and_Alaska_Native_Asian,Amer_Indian_and_Alaska_Nat_Nat_Hawaiian_and_Oth_Pacific_Islder,American_Indian_and_Alaska_Native_Some_Other_Race,Asian_Native_Hawaiian_and_Other_Pacific_Islander,Asian_Some_Other_Race,Native_Hawaiian_and_Other_Pacific_Islander_Some_Other_Race,Population_of_three_races,White_Black_or_African_Amer_Amer_Indian_and_Alaska_Native,White_Black_or_African_American_Asian,White_Black_or_African_Amer_Nat_Hawaiian_and_Oth_Pacific_Islder,White_Black_or_African_American_Some_Other_Race,White_American_Indian_and_Alaska_Native_Asian,White_Amer_Indian_Alaska_Nat_Nat_Hawaiian_and_Oth_Pacific_Islder,White_American_Indian_and_Alaska_Native_Some_Other_Race,White_Asian_Native_Hawaiian_and_Other_Pacific_Islander,White_Asian_Some_Other_Race,White_Native_Hawaiian_and_Other_Pacific_Islander_Some_Other_Race,Black_American_Indian_and_Alaska_Native_Asian,Black_Amer_Indian_Alaska_Nat_Hawaiian_Othr_Pacific_Isldr,Black_American_Indian_and_Alaska_Native_Some_Other_Race,Black_Asian_Native_Hawaiian_and_Other_Pacific_Islander,Black_or_African_American_Asian_Some_Other_Race,Black__Native_Hawaiian_and_Other_Pacific_Isldr_Some_Other_Race,American_Indian_Alaska_Native_Hawaiian_and_Othr_Pacific_Isldr,American_Indian_and_Alaska_Native_Asian_Some_Other_Race,Amer_Indian_Alska_Nat_Hawaiian_Othr_Pacific_Isldr_Some_Othr_Race,Asian_Native_Hawaiian_Other_Pacific_Islander_Some_Other_Race,Population_of_four_races,White_Black_African_Amer_Amer_Indian_and_Alaska_Native_Asian,White_Black_Amer_Indian_Alaska_Nat_Hawaii_and_Othr_Pacific_Isldr,White_Black_Amer_Indian_and_Alaska_Native_Some_Other_Race,White_Black_Asian_Native_Hawaiian_and_Other_Pacific_Islander,White_Black_or_African_American_Asian_Some_Other_Race,White_Black_Native_Hawaiian_Othr_Pacific_Isldr_Some_Other_Race,White_Amer_Indian_Alska_Nat_Asian_Nat_Hawaii_Othr_Pacific_Isldr,White_American_Indian_and_Alaska_Native_Asian_Some_Other_Race,White_Amer_Indian_Alska_Nat_Hawaii_Othr_Pacific_Islder_Some_Othr,White_Asian_Nat_Hawaiian_Othr_Pacific_Isldr_Some_Other_Race,Black_Amer_Indian_Alaska_Nat_Asian_Nat_Hawaii_Othr_Pacific_Isldr,Black_Amer_Indian_Alaska_Native_Asian_Some_Other_Race,Black_Amer_Indian_Alska_Nat_Hawaii_Othr_Pacific_Isldr_Some_Othr,Black_Asian_Native_Hawaiian_and_Other_Pacific_Isldr_Some_Other,Amer_Indian_Alska_Nat_Asian_Nat_Hawaii_Othr_Pcfc_Isldr_Some_Othr,Population_of_five_races,White_Black_Amer_Indian_Alska_Nat_Asian_Nat_Hawaii_Pcfc_Isldr,White_Black_Amer_Indian_Alaska_Native_Asian_Some_Other,White_Black_Amer_Indian_Alska_Nat_Hawaii_Pcfc_Isldr_Some_Othr,White_Black_Asian_Nat_Hawaiian_Other_Pacific_Isldr_Some_Other,White_Amer_Indn_Alska_Nat_Asian_Nat_Hawaii_Pcfc_Isldr_Some_Othr,Black_Amer_Indn_Alska_Nat_Asian_Nat_Hawaii_Pcfc_Isldr_Some_Othr,Population_of_six_races,White_Black_Amer_Indn_Alska_Nat_Asian_Hawaii_Pcfc_Isldr_Some_Oth,Median_Age,Median_Age_Male,Median_Age_Female,Male,Male_under_5_years,Male_5_to_9_years,Male_10_to_14_years,Male_15_to_17_years,Male_18_and_19_years,Male_20_years,Male_21_years,Male_22_to_24_years,Male_25_to_29_years,Male_30_to_34_years,Male_35_to_39_years,Male_40_to_44_years,Male_45_to_49_years,Male_50_to_54_years,Male_55_to_59_years,Male_60_and_61_years,Male_62_to_64_years,Male_65_and_66_years,Male_67_to_69_years,Male_70_to_74_years,Male_75_to_79_years,Male_80_to_84_years,Male_85_years_and_over,Female,Female_under_5_years,Female_5_to_9_years,Female_10_to_14_years,Female_15_to_17_years,Female_18_and_19_years,Female_20_years,Female_21_years,Female_22_to_24_years,Female_25_to_29_years,Female_30_to_34_years,Female_35_to_39_years,Female_40_to_44_years,Female_45_to_49_years,Female_50_to_54_years,Female_55_to_59_years,Female_60_and_61_years,Female_62_to_64_years,Female_65_and_66_years,Female_67_to_69_years,Female_70_to_74_years,Female_75_to_79_years,Female_80_to_84_years,Female_85_years_and_over,Male_Age_5_to_17,Female_Age_5_to_17,Male_Age_65_and_over,Female_Age_65_and_over,Male_White,Female_White,Male_White_under_5_years,Female_White_under_5_years,Male_White_5_17_years,Female_White_5_17_years,Male_White_65_and_over,Female_White_65_and_over,Male_Person_of_Color,Female_Person_of_Color,Male_Person_of_Color_under_5_years,Female_Person_of_Color_under_5_years,Male_Person_of_Color_5_17_years,Female_Person_of_Color_5_17_years,Male_Person_of_Color_65_and_over,Female_Person_of_Color_65_and_over,Total_Person_of_Color,DIVERSITY_INDEX,POP_UNDER_18
96,53033010401,10401,104.01,399.526573840079,,,Tract,4432,4215,217,773,615,22,2558,23,12,212,67,10,7,14,6,68,45,4734,1017,741,90,2722,51,113,4175,840,625,29,2572,29,80,257,216,46,14,74,1,10,19,19,1,2,3,0,0,10,17,0,37,11,4,0,3,7,0,0,3,1,0,2,0,0,5,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,38.4,41.1,2192,139,120,110,89,51,32,33,90,174,155,157,153,172,162,165,48,51,43,43,61,59,34,51,2240,123,101,134,72,54,20,22,92,142,163,163,148,168,146,180,64,67,39,61,93,59,61,68,319,307,291,381,393,380,21,21,22,36,40,53,1799,1860,118,102,297,271,251,328,3659,61,888
97,53033010402,10402,104.02,444.505888172617,,,Tract,4669,4305,364,1081,396,20,2506,36,11,255,146,10,13,9,4,137,45,5035,1458,521,116,2679,73,188,4369,1227,406,33,2515,40,148,300,247,47,34,92,4,7,10,12,7,1,6,1,0,7,18,1,40,10,10,0,3,5,2,1,1,3,0,1,0,0,0,1,0,0,0,0,3,13,4,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.2,36.3,40.7,2357,141,116,130,91,77,34,40,116,177,198,206,158,162,152,156,60,76,32,51,65,44,34,41,2312,133,124,102,74,60,32,21,85,160,181,166,135,176,171,158,70,86,46,54,71,78,59,70,337,300,267,378,591,490,35,31,36,37,64,80,1766,1822,106,102,301,263,203,298,3588,64,911
98,53033009300,9300,93,2341.80655738052,,,Tract,2354,2058,296,1066,238,91,532,14,12,105,105,6,4,2,0,156,23,2499,1279,280,136,599,24,181,2226,1171,244,95,534,14,168,128,111,19,21,43,2,7,5,2,0,1,4,0,0,5,2,0,17,5,3,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,41.6,39.7,1342,48,35,28,16,13,8,19,59,135,144,123,144,138,137,123,34,37,17,19,20,17,20,8,1012,45,28,25,19,10,10,12,52,119,108,89,78,56,77,77,36,28,15,20,27,23,26,32,79,72,101,143,642,424,11,11,16,9,41,42,700,588,37,34,63,63,60,101,1288,71,244
99,53033010001,10001,100.01,571.833673898475,,,Tract,3769,3292,477,956,787,14,1333,12,4,186,136,18,5,10,0,265,43,4016,1237,878,72,1481,39,309,3540,1092,805,19,1343,12,269,229,211,27,8,73,3,19,16,17,0,1,11,0,4,16,10,6,18,7,2,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,36.3,38.9,1868,131,131,118,55,45,19,20,78,136,148,169,129,114,112,101,47,57,29,47,72,40,42,28,1901,139,114,99,65,40,22,18,74,142,136,135,122,122,124,112,53,63,31,65,82,61,42,40,304,278,258,321,507,449,31,27,26,20,63,49,1361,1452,100,112,278,258,195,272,2813,75,852
100,53033010100,10100,101,616.509038381388,,,Tract,6553,5993,560,2519,1689,40,1357,22,13,353,238,23,10,4,0,213,72,7043,3077,1929,145,1570,47,275,6128,2757,1712,50,1361,22,226,425,365,104,26,110,5,19,27,29,4,7,11,0,1,5,17,0,55,21,15,0,1,4,0,0,9,0,1,2,0,0,1,1,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3,38.6,39.9,3125,249,204,168,111,66,40,29,99,169,241,273,271,259,215,219,67,114,64,60,74,57,32,44,3428,253,205,180,112,54,24,30,100,187,275,299,286,228,194,275,98,118,70,88,91,82,75,104,483,497,331,510,1232,1287,96,88,123,117,113,183,1893,2141,153,165,360,380,218,327,4034,73,1482
101,53033009500,9500,95,629.162344076957,,,Tract,5906,5621,285,3275,987,37,982,11,14,315,107,17,6,2,3,95,55,6322,3672,1168,133,1168,29,152,5536,3382,1004,43,984,14,109,370,329,77,33,122,3,17,27,22,1,8,3,0,2,7,7,0,36,14,6,0,2,3,0,1,3,3,1,1,0,0,0,1,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,40.8,41.9,2884,194,203,149,100,42,29,23,67,153,198,238,288,243,224,198,95,126,55,66,65,57,36,35,3022,184,191,159,99,45,22,18,72,161,207,251,249,244,262,237,101,130,53,77,90,67,50,53,452,449,314,390,1620,1655,111,109,219,212,136,156,1264,1367,83,75,233,237,178,234,2631,63,1279
102,53033010002,10002,100.02,234.310990800343,,,Tract,4313,3659,654,1381,290,34,1678,17,16,243,226,16,15,18,3,341,35,4631,1830,408,104,1865,36,388,4035,1607,306,49,1696,20,357,278,241,43,17,112,2,14,8,14,1,8,5,0,0,9,8,0,34,15,8,0,0,5,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37.3,38.7,2229,132,108,80,48,37,32,21,119,215,216,215,194,191,148,149,50,62,18,35,57,37,29,36,2084,122,88,73,56,36,21,25,83,207,209,157,165,153,136,142,46,51,32,46,60,55,61,60,236,217,212,314,738,643,48,38,46,40,37,43,1491,1441,84,84,190,177,175,271,2932,72,707
103,53033009400,9400,94,425.765560572099,,,Tract,5700,4732,968,1828,601,52,2012,17,6,216,245,23,10,15,0,605,70,6016,2312,727,109,2168,34,666,5414,2073,624,62,2027,17,611,286,260,58,22,95,6,34,4,14,0,7,6,2,1,4,6,1,22,8,6,1,1,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,36.4,36.6,3007,153,127,114,76,55,29,39,131,304,371,312,284,235,220,147,51,69,31,44,64,65,48,38,2693,132,109,119,71,40,26,37,140,305,293,244,202,171,151,140,51,70,47,58,81,74,76,56,317,299,290,392,993,835,27,28,47,53,43,51,2014,1858,126,104,270,246,247,341,3872,73,901
104,53033008900,8900,89,314.301141559081,,,Tract,4829,4490,339,2288,1492,21,410,30,15,234,137,20,3,2,2,117,58,5168,2622,1650,131,540,52,173,4537,2425,1512,24,412,32,132,292,252,44,23,75,2,15,41,12,3,13,10,0,0,8,6,0,33,15,1,0,0,5,4,0,3,3,0,1,0,1,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1,37.1,37.1,2401,156,130,100,77,50,20,22,100,219,235,244,228,179,166,144,54,63,34,44,46,44,24,22,2428,153,131,92,61,39,17,17,106,250,247,239,194,152,178,150,57,75,41,44,51,49,45,40,307,284,214,270,1199,1089,65,58,70,71,85,78,1202,1339,91,95,237,213,129,192,2541,67,900
105,53033009000,9000,90,202.799415981607,,,Tract,2925,2607,318,902,638,14,876,7,6,164,106,2,11,8,1,168,22,3140,1150,733,67,974,29,187,2739,1008,640,25,884,8,174,186,159,44,13,50,4,4,11,16,5,1,1,0,1,4,5,0,25,12,2,0,0,3,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,37,40.6,1462,70,46,37,33,27,24,24,79,180,154,116,110,94,70,63,33,38,25,35,51,43,46,64,1463,64,69,55,26,16,13,11,67,171,129,98,78,56,52,56,43,33,25,42,55,94,82,128,116,150,264,426,531,371,16,7,20,12,41,31,931,1092,54,57,96,138,223,395,2023,75,400
106,53033009100,9100,91,103.491747344556,,,Tract,2508,2391,117,388,325,17,1569,5,3,84,41,3,3,3,3,33,31,2654,512,366,47,1640,29,60,2393,429,328,20,1572,8,36,115,96,12,15,32,7,2,1,7,0,4,3,0,0,2,10,1,11,1,2,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,48,44.6,52.6,1257,56,45,52,22,21,8,17,58,102,95,80,79,78,89,83,43,63,22,39,58,61,39,47,1251,34,47,54,28,13,14,7,32,97,71,67,70,52,80,83,37,64,27,40,55,84,84,111,119,129,266,401,277,111,0,0,2,4,22,8,980,1140,56,34,117,125,244,393,2120,56,338
107,53033012100,12100,121,422.294112795824,,,Tract,2681,2555,126,2250,26,13,129,21,10,106,55,3,3,2,0,25,38,2844,2442,43,53,210,32,64,2537,2305,29,16,131,21,35,144,128,10,24,59,5,23,0,2,0,0,2,0,0,1,0,2,13,1,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,48.3,48.6,1274,73,52,72,37,26,9,9,29,33,51,78,95,115,138,120,41,64,36,41,52,36,35,32,1407,73,52,84,50,16,10,8,20,44,50,84,112,139,129,141,49,80,38,38,61,45,37,47,161,186,232,266,1078,1172,53,57,119,139,218,245,196,235,20,16,42,47,14,21,431,29,493
108,53033012000,12000,120,357.68454201191,,,Tract,3349,3110,239,2640,64,23,193,10,6,174,137,5,4,2,2,64,25,3570,2952,128,85,303,22,80,3150,2777,69,27,195,12,70,199,178,32,36,80,1,6,3,9,0,1,2,0,0,6,2,0,20,10,1,1,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1,40.4,41.6,1639,109,91,88,53,24,9,10,35,103,131,154,139,175,159,140,36,47,23,28,25,30,13,17,1710,98,91,80,58,29,8,9,48,92,133,146,176,141,156,138,40,64,27,29,42,37,26,42,232,229,136,203,1292,1348,72,67,155,157,115,173,347,362,37,31,77,72,21,30,709,37,668
109,53033011402,11402,114.02,293.095677893461,,,Tract,4174,3188,986,1705,461,77,684,59,6,196,348,22,41,5,1,493,76,4478,2281,585,187,784,93,548,3902,2053,483,118,689,60,499,272,246,58,37,62,10,37,6,12,6,4,5,2,2,3,2,0,21,5,2,0,2,1,4,0,3,2,0,1,1,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,34.7,34.2,35.1,1999,180,118,120,68,39,28,20,75,178,214,182,154,134,116,101,38,37,33,41,45,26,25,27,2175,180,134,131,58,41,29,22,90,182,215,188,152,132,118,102,50,39,42,46,57,45,44,78,306,323,197,312,780,925,49,42,53,67,108,202,1219,1250,131,138,253,256,89,110,2469,74,989
110,53033011600,11600,116,769.56875538477,,,Tract,6413,6142,271,5497,105,36,268,18,10,208,150,1,5,5,0,63,47,6690,5885,158,95,415,25,112,6158,5647,106,41,273,18,73,255,235,38,34,113,4,29,1,6,0,1,4,0,1,1,3,0,18,4,1,0,0,7,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,44.5,45.3,3034,214,179,117,75,33,16,16,52,165,162,234,282,322,267,264,114,119,53,70,71,58,73,78,3379,195,174,154,76,39,12,11,53,149,242,256,315,279,291,283,79,130,55,86,93,83,95,229,371,404,403,641,2596,2901,161,144,283,320,384,607,438,478,53,51,88,84,19,34,916,26,1184
111,53033011300,11300,113,790.590939580674,,,Tract,5984,5106,878,2980,399,84,1201,89,10,343,359,23,41,11,0,336,108,6518,3705,591,270,1398,141,413,5533,3339,422,125,1212,89,346,451,378,86,56,100,10,44,14,16,1,5,19,1,5,13,2,6,65,31,11,0,0,5,4,1,7,3,0,0,0,1,1,0,0,1,0,0,0,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,36.1,36,36.3,2900,215,168,153,84,75,35,37,105,259,263,277,269,217,206,174,46,74,30,54,67,43,26,23,3084,215,153,161,101,69,37,42,136,255,298,279,257,214,221,177,68,74,49,52,74,61,42,49,405,415,243,327,1456,1524,85,74,98,101,157,230,1444,1560,130,141,307,314,86,97,3004,68,1250
112,53033011500,11500,115,380.134360718302,,,Tract,4191,3924,267,3283,121,30,286,15,6,183,130,0,12,7,0,75,43,4456,3614,190,93,408,35,116,3965,3413,121,42,293,15,81,226,192,42,31,73,2,23,3,6,1,2,1,0,0,5,3,0,31,4,5,1,2,5,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,39.3,38.6,40,1993,149,97,65,57,30,15,19,55,139,208,239,211,171,165,140,36,50,27,23,27,23,27,20,2198,135,110,76,57,21,15,13,75,155,213,229,214,202,182,159,59,56,32,34,45,43,34,39,219,243,147,227,1565,1718,111,99,141,149,125,189,428,480,38,36,78,94,22,38,908,37,746
113,53033011401,11401,114.01,304.714177602183,,,Tract,4027,3357,670,1981,490,30,607,23,7,219,238,12,15,9,0,299,97,4393,2469,615,129,749,54,377,3711,2219,502,45,616,23,306,316,269,55,37,79,5,39,9,6,1,7,10,0,1,7,9,4,44,15,4,4,1,1,2,0,4,1,0,1,0,3,0,4,0,2,1,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,32.7,33.7,1970,135,117,120,71,47,31,32,98,221,201,185,161,125,144,105,39,32,20,21,30,16,11,8,2057,137,130,88,70,35,29,28,115,240,210,207,140,153,138,111,47,38,28,24,37,16,18,18,308,288,106,141,960,1021,42,47,76,81,69,103,1010,1036,93,90,232,207,37,38,2046,69,868
114,53033010800,10800,108,1000.66749920555,,,Tract,4596,4220,376,2259,466,36,1122,74,18,245,138,15,28,4,0,140,51,4943,2632,618,161,1254,95,183,4300,2397,481,64,1126,74,158,296,248,57,42,75,10,9,19,14,2,5,6,0,1,4,4,0,46,19,13,0,0,3,2,0,2,1,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,35.3,34.8,35.8,2323,184,127,133,90,55,22,29,93,209,229,205,187,178,160,175,59,54,28,24,37,18,16,11,2273,149,139,140,99,53,26,25,71,174,220,209,163,162,176,166,47,61,41,27,43,29,20,33,350,378,134,193,1163,1096,60,59,102,99,68,112,1160,1177,124,90,248,279,66,81,2337,68,1061
115,53033010701,10701,107.01,359.89033057523,,,Tract,3385,2953,432,1333,814,26,542,47,10,181,139,31,5,8,4,197,48,3652,1656,945,94,628,79,250,3156,1472,845,31,550,51,207,229,195,49,33,41,10,22,6,8,7,2,3,0,1,6,5,2,30,11,4,1,3,2,0,0,0,4,0,2,0,1,2,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,31.6,31.7,1699,158,117,104,74,46,30,16,75,171,177,157,140,119,89,90,24,34,17,15,21,16,6,3,1686,151,109,99,52,44,30,29,97,171,178,164,113,119,96,84,14,41,13,15,30,15,12,10,295,260,78,95,702,631,36,38,51,43,35,39,997,1055,122,113,244,217,43,56,2052,74,864
116,53033010600,10600,106,624.108977175297,,,Tract,7310,6909,401,5923,235,40,346,11,13,341,207,8,8,6,0,107,65,7777,6495,354,168,550,43,167,6904,6130,243,48,352,11,120,406,349,61,75,143,11,25,6,7,0,5,5,0,0,4,4,3,53,10,8,3,3,12,0,5,8,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,41.4,41.4,3516,249,137,127,80,40,17,22,79,261,327,320,339,342,286,288,88,145,76,69,82,55,39,48,3794,198,154,166,76,28,25,18,122,303,351,339,329,314,339,307,104,143,74,81,88,63,72,100,344,396,369,478,2844,3079,172,133,241,268,336,428,672,715,77,65,103,128,33,50,1387,33,1187
117,53033010702,10702,107.02,193.902876096265,,,Tract,3679,3381,298,1169,1447,38,503,68,7,149,104,27,16,5,0,94,52,3905,1419,1569,121,571,85,140,3478,1273,1474,54,508,68,101,201,176,43,29,33,1,18,14,12,5,4,1,6,0,1,9,0,25,12,2,0,1,3,0,1,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,27.5,29.8,1693,258,187,128,91,42,14,21,51,128,140,136,116,84,77,68,22,27,10,22,34,12,13,12,1986,234,192,151,68,48,17,19,69,204,198,171,118,105,85,72,29,36,23,32,37,36,23,19,406,411,103,170,554,615,40,39,51,56,37,76,1139,1371,218,195,355,355,66,94,2510,72,1309
118,53033010500,10500,105,424.497200577183,,,Tract,6342,6023,319,5185,129,46,354,23,10,276,175,7,5,1,3,68,60,6727,5657,230,134,527,50,129,6006,5360,136,51,355,26,78,336,293,44,49,127,3,32,7,8,3,7,1,0,1,7,4,0,39,13,6,1,1,6,0,1,7,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,41,39.6,42.9,2829,151,110,101,61,28,17,14,86,291,290,294,287,237,192,186,74,85,46,49,58,51,41,80,3513,175,113,89,52,34,13,20,117,326,338,313,273,235,207,240,67,112,49,65,107,103,158,307,272,254,325,789,2304,2881,104,124,195,175,302,713,525,632,47,51,77,79,23,76,1157,32,852
119,53033009900,9900,99,1612.58200155386,,,Tract,4787,4270,517,3294,300,37,399,24,8,208,235,18,15,3,6,175,65,5100,3779,405,144,513,52,207,4514,3529,318,52,402,30,183,273,235,52,59,84,10,10,3,5,1,3,1,0,5,0,1,1,36,14,6,0,0,1,0,4,8,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,36.8,36,2419,144,86,57,58,36,21,21,98,264,313,284,257,223,174,148,42,54,36,32,32,23,9,7,2368,125,89,80,44,35,17,13,101,316,309,248,219,176,175,131,62,59,29,27,39,30,21,23,201,213,139,169,1684,1610,99,73,84,93,111,122,735,758,45,52,117,120,28,47,1493,50,683
120,53033009702,9702,97.02,548.327052403798,,,Tract,5173,4952,221,4440,77,28,181,6,12,208,149,2,6,2,0,36,26,5435,4793,140,97,310,26,69,4939,4589,79,34,183,6,48,234,207,36,37,92,3,11,9,1,0,2,3,1,1,8,3,0,26,5,5,0,2,5,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,40.3,41.4,2497,210,142,116,67,42,19,15,45,122,191,259,268,227,202,180,63,92,36,45,37,47,35,37,2676,190,163,146,62,38,10,13,35,133,211,252,279,243,217,200,59,92,38,41,75,49,53,77,325,371,237,333,2154,2286,174,152,263,272,223,304,343,390,36,38,62,99,14,29,733,26,1096
121,53033009701,9701,97.01,442.863782508335,,,Tract,5290,5075,215,4517,74,40,250,2,20,172,148,3,6,3,0,35,20,5499,4843,130,90,347,21,68,5098,4665,77,46,253,2,55,192,178,44,34,70,9,9,0,4,1,1,2,0,0,3,1,0,11,0,1,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3,43,45.4,2581,107,106,111,72,37,16,6,76,210,225,210,193,237,239,231,72,110,55,62,66,47,38,55,2709,70,102,107,62,23,20,9,73,200,219,223,224,244,257,240,99,133,56,78,81,55,58,76,289,271,323,404,2189,2328,80,51,207,211,304,377,392,381,27,19,82,60,19,27,773,27,737
122,53033009800,9800,98,477.056552496098,,,Tract,6198,5893,305,5178,122,28,310,14,8,233,172,5,9,7,0,58,54,6515,5618,196,102,477,28,94,5911,5350,127,37,317,14,66,287,259,46,36,134,6,19,2,1,0,1,6,0,2,5,0,1,26,13,3,0,1,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,39.3,40.3,2988,243,169,142,66,35,13,12,70,173,269,357,326,278,213,214,82,80,33,57,63,33,30,30,3210,219,186,149,80,37,16,12,75,204,283,326,335,275,257,220,78,108,48,68,52,51,54,77,377,415,246,350,2503,2675,184,165,301,325,222,313,485,535,59,54,76,90,24,37,1020,30,1254
